step,timestamp,action,price,shares,reward,transaction_cost,slippage,time_penalty
506,2023-07-03 08:28:02.822018900,1,193.8,36.0,-0.04206161820430157,0.025398218204301576,0.0,0.0166634
507,2023-07-03 08:28:18.741968789,1,193.78,14.0,-0.04185871820430158,0.025398218204301576,0.0,0.0164605
508,2023-07-03 08:28:41.168657744,1,193.76,48.0,-0.08117740435158136,0.04399100435157111,0.020000000000010232,0.0171864
509,2023-07-03 08:28:41.168657744,1,193.75,16.0,-0.22677892322317378,0.17959252322317262,0.030000000000001137,0.0171864
510,2023-07-03 08:28:41.168657744,1,193.75,39.0,-0.22677892322317378,0.17959252322317262,0.030000000000001137,0.0171864
511,2023-07-03 08:28:41.168657744,1,193.74,26.0,-0.13750261803553676,0.08031621803554471,0.03999999999999204,0.0171864
512,2023-07-03 08:28:41.168657744,1,193.74,44.0,-0.13750261803553676,0.08031621803554471,0.03999999999999204,0.0171864
513,2023-07-03 08:28:41.168657744,2,193.73,24.0,-0.3211685820430271,0.25398218204301576,0.05000000000001137,0.0171864
514,2023-07-03 08:28:41.168657744,1,193.73,33.0,-0.09258461820431295,0.025398218204301576,0.05000000000001137,0.0171864
515,2023-07-03 08:28:41.168657744,1,193.73,35.0,-0.48913329082291485,0.4219468908229035,0.05000000000001137,0.0171864
516,2023-07-03 08:29:25.851465837,1,193.75,29.0,-0.13442200870314336,0.08798200870314223,0.030000000000001137,0.01644
517,2023-07-03 08:29:25.851498092,1,193.75,21.0,-0.1032314424121921,0.056792142412190966,0.030000000000001137,0.0164393
518,2023-07-03 08:29:42.468597816,1,193.73,33.0,-0.13364696911274682,0.06719736911273545,0.05000000000001137,0.0164496
519,2023-07-03 08:29:42.783672090,1,193.73,17.0,-0.17162453635883207,0.10471953635882071,0.05000000000001137,0.016905
520,2023-07-03 08:29:42.783672090,1,193.73,41.0,-0.09230321820431295,0.025398218204301576,0.05000000000001137,0.016905
521,2023-07-03 08:29:42.783672090,1,193.73,54.0,-0.09230321820431295,0.025398218204301576,0.05000000000001137,0.016905
522,2023-07-03 08:29:42.783672090,1,193.72,15.0,-0.10230321820430385,0.025398218204301576,0.060000000000002274,0.016905
523,2023-07-03 08:29:42.783672090,1,193.72,19.0,-0.10230321820430385,0.025398218204301576,0.060000000000002274,0.016905
524,2023-07-03 08:29:42.783672090,1,193.72,35.0,-0.10230321820430385,0.025398218204301576,0.060000000000002274,0.016905
525,2023-07-03 08:29:42.783672090,1,193.72,47.0,-0.10230321820430385,0.025398218204301576,0.060000000000002274,0.016905
526,2023-07-03 08:30:28.434147054,1,193.79,40.0,-0.05246680464463453,0.03591850464463453,0.0,0.0165483
527,2023-07-03 08:30:28.434147054,1,193.79,34.0,-0.1731134319490582,0.15656513194905822,0.0,0.0165483
528,2023-07-03 08:30:32.158881684,1,193.76,65.0,-0.05242450464463453,0.03591850464463453,0.0,0.016506
529,2023-07-03 08:30:58.498786972,1,193.76,65.0,-0.1448168761286032,0.09836687612860205,0.030000000000001137,0.01645
530,2023-07-03 08:31:01.289505155,1,193.76,24.0,-0.17355229102150901,0.12699109102150788,0.030000000000001137,0.0165612
531,2023-07-03 08:31:34.440580231,2,193.76,42.0,-0.1009644601272424,0.08423636012724241,0.0,0.0167281
532,2023-07-03 08:31:34.440580231,1,193.76,22.0,-0.06752453640860315,0.05079643640860315,0.0,0.0167281
533,2023-07-03 08:31:34.440580231,2,193.77,22.0,-0.21632062322315443,0.17959252322317262,0.01999999999998181,0.0167281
534,2023-07-03 08:31:39.554299736,1,193.78,42.0,-0.10683771803553563,0.08031621803554471,0.009999999999990905,0.0165215
535,2023-07-03 08:31:39.554299736,1,193.79,25.0,-0.17914944657157164,0.16262794657157165,0.0,0.0165215
536,2023-07-03 08:31:47.160584524,1,193.79,66.0,-0.19782985751853382,0.18137955751853382,0.0,0.0164503
537,2023-07-03 08:31:48.417944485,1,193.78,39.0,-0.05193821820429248,0.025398218204301576,0.009999999999990905,0.01654
538,2023-07-03 08:31:48.417944485,1,193.77,66.0,-0.11273465461288654,0.07619465461290473,0.01999999999998181,0.01654
539,2023-07-03 08:31:53.103271413,1,193.79,37.0,-0.19783795751853384,0.18137955751853382,0.0,0.0164584
540,2023-07-03 08:31:59.514866138,2,193.79,38.0,-0.19790485751853382,0.18137955751853382,0.0,0.0165253
541,2023-07-03 08:31:59.731725458,1,193.77,45.0,-0.16630711023420308,0.12950601023422126,0.01999999999998181,0.0168011
542,2023-07-03 08:31:59.731725458,1,193.76,38.0,-0.12711731803554585,0.08031621803554471,0.030000000000001137,0.0168011
543,2023-07-03 08:31:59.731725458,1,193.76,21.0,-0.12711731803554585,0.08031621803554471,0.030000000000001137,0.0168011
544,2023-07-03 08:32:01.100411271,1,193.76,28.0,-0.06043160435157111,0.04399100435157111,0.0,0.0164406
545,2023-07-03 08:32:05.234260334,1,193.76,59.0,-0.15795149419729104,0.14141129419729104,0.0,0.0165402
546,2023-07-03 08:32:18.675171708,1,193.76,45.0,-0.1408991499528114,0.12442534995281139,0.0,0.0164738
547,2023-07-03 08:32:47.835719965,1,193.76,51.0,-0.4862605958471747,0.4696953958471747,0.0,0.0165652
548,2023-07-03 08:32:47.835719965,1,193.76,20.0,-0.12688141803554587,0.08031621803554471,0.030000000000001137,0.0165652
549,2023-07-03 08:32:54.798319527,1,193.79,31.0,-0.22592517271764143,0.20943907271764142,0.0,0.0164861
550,2023-07-03 08:32:54.798777675,1,193.8,58.0,-0.16903280922580946,0.15238930922580946,0.0,0.0166435
551,2023-07-03 08:32:54.798777675,1,193.8,14.0,-0.0788561749764057,0.062212674976405695,0.0,0.0166435
552,2023-07-03 08:32:54.798777675,1,193.8,39.0,-0.06743993640860316,0.05079643640860315,0.0,0.0166435
553,2023-07-03 08:33:22.409432404,1,193.82,45.0,-0.09720393640860428,0.05079643640860315,0.030000000000001137,0.0164075
554,2023-07-03 08:33:23.564095886,1,193.82,29.0,-0.10912597497640683,0.062212674976405695,0.030000000000001137,0.0169133
555,2023-07-03 08:33:23.564095886,1,193.85,17.0,-0.06770973640860314,0.05079643640860315,0.0,0.0169133
556,2023-07-03 08:33:23.564095886,1,193.85,63.0,-0.09722951803554472,0.08031621803554471,0.0,0.0169133
557,2023-07-03 08:33:23.564095886,1,193.85,18.0,-0.15832459419729103,0.14141129419729104,0.0,0.0169133
558,2023-07-03 08:33:23.564095886,1,193.86,45.0,-0.20470082743010193,0.17778752743011103,0.009999999999990905,0.0169133
559,2023-07-03 08:33:36.087350509,1,193.86,33.0,-0.14724156649852746,0.11070826649854565,0.01999999999998181,0.0165333
560,2023-07-03 08:33:50.507869604,1,193.84,27.0,-0.13702051803553675,0.08031621803554471,0.03999999999999204,0.0167043
561,2023-07-03 08:33:50.507869604,1,193.83,15.0,-0.24629682322315558,0.17959252322317262,0.04999999999998295,0.0167043
562,2023-07-03 08:33:50.507869604,1,193.83,16.0,-0.22733673607107238,0.16063243607108943,0.04999999999998295,0.0167043
563,2023-07-03 08:34:15.866892264,1,193.84,44.0,-0.16363559083771864,0.13677359083772775,0.009999999999990905,0.016862
564,2023-07-03 08:34:15.866892264,1,193.83,43.0,-0.08085300435155293,0.04399100435157111,0.01999999999998181,0.016862
565,2023-07-03 08:34:15.866892264,1,193.83,47.0,-0.11717821803552653,0.08031621803554471,0.01999999999998181,0.016862
566,2023-07-03 08:34:15.866892264,1,193.83,60.0,-0.21645452322315445,0.17959252322317262,0.01999999999998181,0.016862
567,2023-07-03 08:34:15.866892264,1,193.82,17.0,-0.1186990092892702,0.07183700928926906,0.030000000000001137,0.016862
568,2023-07-03 08:34:19.196631074,1,193.83,54.0,-0.14421931393388537,0.10775551393390358,0.01999999999998181,0.0164638
569,2023-07-03 08:34:43.834857018,1,193.86,46.0,-0.15008528482436373,0.11358428482438193,0.01999999999998181,0.016501
570,2023-07-03 08:34:44.040774308,2,193.83,34.0,-0.09197151820428452,0.025398218204301576,0.04999999999998295,0.0165733
571,2023-07-03 08:34:44.040774308,1,193.83,46.0,-0.22313843194904115,0.15656513194905822,0.04999999999998295,0.0165733
572,2023-07-03 08:35:24.829128484,2,193.85,26.0,-0.09675601803554472,0.08031621803554471,0.0,0.0164398
573,2023-07-03 08:35:27.128370539,1,193.85,27.0,-0.041853518204301575,0.025398218204301576,0.0,0.0164553
574,2023-07-03 08:35:46.001247295,2,193.85,50.0,-0.17921264657157165,0.16262794657157165,0.0,0.0165847
575,2023-07-03 08:35:46.001247295,1,193.85,38.0,-0.0787973749764057,0.062212674976405695,0.0,0.0165847
576,2023-07-03 08:35:58.204200088,1,193.83,47.0,-0.062213518204283384,0.025398218204301576,0.01999999999998181,0.0168153
577,2023-07-03 08:35:58.204200088,1,193.83,45.0,-0.19944324657155346,0.16262794657157165,0.01999999999998181,0.0168153
578,2023-07-03 08:35:58.204200088,1,193.83,30.0,-0.11713151803552652,0.08031621803554471,0.01999999999998181,0.0168153
579,2023-07-03 08:35:58.204200088,1,193.83,20.0,-0.21640782322315444,0.17959252322317262,0.01999999999998181,0.0168153
580,2023-07-03 08:35:59.803858966,1,193.83,25.0,-0.07325324241219097,0.056792142412190966,0.0,0.0164611
581,2023-07-03 08:36:03.155691908,1,193.83,16.0,-0.041856618204301574,0.025398218204301576,0.0,0.0164584
582,2023-07-03 08:36:03.305264849,1,193.83,46.0,-0.26278526160651494,0.24624486160651493,0.0,0.0165404
583,2023-07-03 08:36:03.305264849,2,193.83,61.0,-0.0787530749764057,0.062212674976405695,0.0,0.0165404
584,2023-07-03 08:36:09.349393055,1,193.83,55.0,-0.04184421820430158,0.025398218204301576,0.0,0.016446
585,2023-07-03 08:36:11.306237264,1,193.83,14.0,-0.1007009601272424,0.08423636012724241,0.0,0.0164646
586,2023-07-03 08:36:14.092447776,1,193.83,51.0,-0.14086244995281139,0.12442534995281139,0.0,0.0164371
587,2023-07-03 08:36:17.308154337,1,193.82,38.0,-0.19497932025450415,0.16847272025448481,0.010000000000019327,0.0165066
588,2023-07-03 08:36:17.349242209,1,193.83,31.0,-0.21001716713718308,0.19342706713718308,0.0,0.0165901
589,2023-07-03 08:36:17.349242209,1,193.83,20.0,-0.2133238522572041,0.1967337522572041,0.0,0.0165901
590,2023-07-03 08:36:20.280539005,1,193.85,53.0,-0.06750543640860315,0.05079643640860315,0.0,0.016709
591,2023-07-03 08:36:20.280539005,1,193.85,53.0,-0.04210721820430158,0.025398218204301576,0.0,0.016709
592,2023-07-03 08:36:20.280539005,2,193.85,58.0,-0.25948751487645405,0.2327785148764347,0.010000000000019327,0.016709
593,2023-07-03 08:36:21.258970275,1,193.83,14.0,-0.1033788424121921,0.056792142412190966,0.030000000000001137,0.0165867
594,2023-07-03 08:36:21.258970275,1,193.82,29.0,-0.23796625751855427,0.18137955751853382,0.040000000000020464,0.0165867
595,2023-07-03 08:37:03.506707406,1,193.82,37.0,-0.11325164241221143,0.056792142412190966,0.040000000000020464,0.0164595
596,2023-07-03 08:37:10.939262663,1,193.83,35.0,-0.2704169820430158,0.25398218204301576,0.0,0.0164348
597,2023-07-03 08:37:12.331332574,1,193.82,31.0,-0.393653081166368,0.3671777811663487,0.010000000000019327,0.0164753
598,2023-07-03 08:37:13.691280581,1,193.82,40.0,-0.3962560390385001,0.3698036390384808,0.010000000000019327,0.0164524
599,2023-07-03 08:37:15.997048109,1,193.82,49.0,-0.5142839397147342,0.48788383971471483,0.010000000000019327,0.0164001
600,2023-07-03 08:37:17.153883567,1,193.82,32.0,-0.3856325464463646,0.35918504644634525,0.010000000000019327,0.0164475
601,2023-07-03 08:37:17.178532062,1,193.82,22.0,-0.5358665915637415,0.5092326915637222,0.010000000000019327,0.0166339
602,2023-07-03 08:37:17.178532062,1,193.82,15.0,-0.10695011803556403,0.08031621803554471,0.010000000000019327,0.0166339
603,2023-07-03 08:37:17.178532062,1,193.82,12.0,-0.0520321182043209,0.025398218204301576,0.010000000000019327,0.0166339
604,2023-07-03 08:37:50.745905438,1,193.81,52.0,-0.19296985450150647,0.16654725450151556,0.009999999999990905,0.0164226
605,2023-07-03 08:38:16.388548412,1,193.81,34.0,-0.05223261820429248,0.025398218204301576,0.009999999999990905,0.0168344
606,2023-07-03 08:38:16.388548412,1,193.81,14.0,-0.05223261820429248,0.025398218204301576,0.009999999999990905,0.0168344
607,2023-07-03 08:38:16.388548412,1,193.8,36.0,-0.08082540435155292,0.04399100435157111,0.01999999999998181,0.0168344
608,2023-07-03 08:38:16.388548412,1,193.79,25.0,-0.12715061803554584,0.08031621803554471,0.030000000000001137,0.0168344
609,2023-07-03 08:38:16.388548412,1,193.79,34.0,-0.09763083640860429,0.05079643640860315,0.030000000000001137,0.0168344
610,2023-07-03 08:38:32.024035309,1,193.79,48.0,-0.07182011820430272,0.025398218204301576,0.030000000000001137,0.0164219
611,2023-07-03 08:38:54.199699896,1,193.79,35.0,-0.19019791857853927,0.14367401857853812,0.030000000000001137,0.0165239
612,2023-07-03 08:39:01.583143091,1,193.78,16.0,-0.06724393640860316,0.05079643640860315,0.0,0.0164475
613,2023-07-03 08:39:01.583174339,1,193.78,12.0,-0.1887104968449926,0.1722590968449926,0.0,0.0164514
614,2023-07-03 08:39:02.500669010,1,193.79,14.0,-0.2852198764509418,0.2687894764509418,0.0,0.0164304
615,2023-07-03 08:39:06.801180233,1,193.79,45.0,-0.29351765061542595,0.27706185061542593,0.0,0.0164558
616,2023-07-03 08:39:16.769794588,1,193.79,33.0,-0.07338144241219097,0.056792142412190966,0.0,0.0165893
617,2023-07-03 08:39:16.769794588,1,193.79,21.0,-0.21495572549875286,0.19836642549875286,0.0,0.0165893
618,2023-07-03 08:39:44.650542125,1,193.76,40.0,-0.11892157497642616,0.062212674976405695,0.040000000000020464,0.0167089
619,2023-07-03 08:39:44.650542125,1,193.75,25.0,-0.1026274046446459,0.03591850464463453,0.05000000000001137,0.0167089
620,2023-07-03 08:39:44.650542125,1,193.75,45.0,-0.246301423223184,0.17959252322317262,0.05000000000001137,0.0167089
621,2023-07-03 08:39:44.651325121,1,193.75,11.0,-0.2704417820430158,0.25398218204301576,0.0,0.0164596
622,2023-07-03 08:39:44.663825099,1,193.74,54.0,-0.5165469435157133,0.43991004351571106,0.060000000000002274,0.0166369
623,2023-07-03 08:39:44.663825099,2,193.74,39.0,-0.15695311803554698,0.08031621803554471,0.060000000000002274,0.0166369
624,2023-07-03 08:39:44.663825099,1,193.74,43.0,-0.15695311803554698,0.08031621803554471,0.060000000000002274,0.0166369
625,2023-07-03 08:39:44.675002109,1,193.73,39.0,-0.11482587612860205,0.09836687612860205,0.0,0.016459
626,2023-07-03 08:39:44.675533651,1,193.73,52.0,-0.27041768204301575,0.25398218204301576,0.0,0.0164355
627,2023-07-03 08:39:48.413268024,1,193.73,39.0,-0.5711954585577212,0.5547054585577212,0.0,0.01649
628,2023-07-03 08:39:59.122781697,1,193.79,25.0,-0.07049540435159043,0.04399100435157111,0.010000000000019327,0.0165044
629,2023-07-03 08:40:18.503900490,1,193.79,48.0,-0.09367266911275478,0.06719736911273545,0.010000000000019327,0.0164753
630,2023-07-03 08:40:24.623735389,1,193.8,18.0,-0.041893118204301576,0.025398218204301576,0.0,0.0164949
631,2023-07-03 08:40:29.029470259,1,193.75,28.0,-0.24780035751854518,0.18137955751853382,0.05000000000001137,0.0164208
632,2023-07-03 08:40:55.524760782,1,193.79,12.0,-0.20428752743013034,0.17778752743011103,0.010000000000019327,0.0165
633,2023-07-03 08:40:57.882708588,1,193.8,14.0,-0.04183311820430158,0.025398218204301576,0.0,0.0164349
634,2023-07-03 08:41:25.524065449,1,193.8,45.0,-0.05233990464463453,0.03591850464463453,0.0,0.0164214
635,2023-07-03 08:41:41.405836920,1,193.75,53.0,-0.12322434241220234,0.056792142412190966,0.05000000000001137,0.0164322
636,2023-07-03 08:41:45.366310956,1,193.75,12.0,-0.19114164995282276,0.12442534995281139,0.05000000000001137,0.0167163
637,2023-07-03 08:41:45.366310956,1,193.75,30.0,-0.1026348046446459,0.03591850464463453,0.05000000000001137,0.0167163
638,2023-07-03 08:41:45.366310956,1,193.75,49.0,-0.09211451820431295,0.025398218204301576,0.05000000000001137,0.0167163
639,2023-07-03 08:41:45.366310956,1,193.73,49.0,-0.4386443348125905,0.3519280348125689,0.0700000000000216,0.0167163
640,2023-07-03 08:42:17.660454371,1,193.76,50.0,-0.11483057612860205,0.09836687612860205,0.0,0.0164637
641,2023-07-03 08:42:18.788148605,1,193.74,41.0,-0.24119458151058948,0.20476698151060765,0.01999999999998181,0.0164276
642,2023-07-03 08:42:21.574282065,1,193.74,27.0,-0.33165862838578797,0.29510062838580614,0.01999999999998181,0.016558
643,2023-07-03 08:42:21.574282065,1,193.74,21.0,-0.7549280928926723,0.7183700928926905,0.01999999999998181,0.016558
644,2023-07-03 08:42:35.323211350,1,193.76,19.0,-0.09687641803554471,0.08031621803554471,0.0,0.0165602
645,2023-07-03 08:43:22.001047613,1,193.76,31.0,-0.08191221820432204,0.025398218204301576,0.040000000000020464,0.016514
646,2023-07-03 08:43:22.001047613,1,193.76,32.0,-0.092432504644655,0.03591850464463453,0.040000000000020464,0.016514
647,2023-07-03 08:43:45.358663537,1,193.76,45.0,-0.08186471820432203,0.025398218204301576,0.040000000000020464,0.0164665
648,2023-07-03 08:43:54.182072346,1,193.76,37.0,-0.1550062761286225,0.09836687612860205,0.040000000000020464,0.0166394
649,2023-07-03 08:43:54.182072346,2,193.76,29.0,-0.13695561803556516,0.08031621803554471,0.040000000000020464,0.0166394
650,2023-07-03 08:44:23.658106968,1,193.8,37.0,-0.08826540928926906,0.07183700928926906,0.0,0.0164284
651,2023-07-03 08:44:52.268753552,1,193.8,12.0,-0.17337353194905822,0.15656513194905822,0.0,0.0168084
652,2023-07-03 08:44:52.268753552,1,193.8,13.0,-0.07360054241219097,0.056792142412190966,0.0,0.0168084
653,2023-07-03 08:44:52.268753552,1,193.8,40.0,-0.09712461803554472,0.08031621803554471,0.0,0.0168084
654,2023-07-03 08:44:52.268753552,1,193.8,39.0,-0.13039268482438193,0.11358428482438193,0.0,0.0168084
655,2023-07-03 08:44:52.268753552,1,193.8,14.0,-0.07360054241219097,0.056792142412190966,0.0,0.0168084
656,2023-07-03 08:44:52.268753552,1,193.8,17.0,-0.1649041885640667,0.1480957885640667,0.0,0.0168084
657,2023-07-03 08:44:52.268773137,1,193.8,31.0,-0.2228401001010702,0.2063361001010702,0.0,0.016504
658,2023-07-03 08:44:55.463827379,1,193.82,50.0,-0.27042758204301576,0.25398218204301576,0.0,0.0164454
659,2023-07-03 08:44:55.463840257,1,193.82,25.0,-0.07338974241219097,0.056792142412190966,0.0,0.0165976
660,2023-07-03 08:44:55.463840257,1,193.82,17.0,-0.29414880956191186,0.2475512095619107,0.030000000000001137,0.0165976
661,2023-07-03 08:45:04.438348214,1,193.82,19.0,-0.04187901820430158,0.025398218204301576,0.0,0.0164808
662,2023-07-03 08:45:10.778573412,1,193.82,18.0,-0.10801077804103226,0.09157457804103226,0.0,0.0164362
663,2023-07-03 08:45:15.379082918,1,193.8,33.0,-0.09329044241217277,0.056792142412190966,0.01999999999998181,0.0164983
664,2023-07-03 08:45:44.920212959,1,193.82,20.0,-0.25210818609204677,0.23553338609204677,0.0,0.0165748
665,2023-07-03 08:45:44.920212959,1,193.82,34.0,-0.11160623075502138,0.09503143075502138,0.0,0.0165748
666,2023-07-03 08:45:47.856592708,1,193.82,30.0,-0.09267405461290473,0.07619465461290473,0.0,0.0164794
667,2023-07-03 08:45:48.560630831,1,193.83,16.0,-0.1634451910214897,0.12699109102150788,0.01999999999998181,0.0164541
668,2023-07-03 08:46:56.235297501,1,193.8,46.0,-0.15007378482436373,0.11358428482438193,0.01999999999998181,0.0164895
669,2023-07-03 08:46:56.248726742,2,193.8,39.0,-0.041866318204301575,0.025398218204301576,0.0,0.0164681
670,2023-07-03 08:47:07.699332048,1,193.8,41.0,-0.2704454820430158,0.25398218204301576,0.0,0.0164633
671,2023-07-03 08:47:13.488305224,1,193.8,34.0,-0.04185151820430158,0.025398218204301576,0.0,0.0164533
672,2023-07-03 08:47:17.997852047,2,193.8,29.0,-0.04186421820430158,0.025398218204301576,0.0,0.016466
673,2023-07-03 08:47:32.959934810,1,193.8,26.0,-0.15553917030934328,0.13911177030934327,0.0,0.0164274
674,2023-07-03 08:47:40.678165301,1,193.79,21.0,-0.11147353075502138,0.09503143075502138,0.0,0.0164421
675,2023-07-03 08:47:47.671659187,2,193.8,35.0,-0.061840018204283385,0.025398218204301576,0.01999999999998181,0.0164418
676,2023-07-03 08:47:49.817877973,1,193.78,13.0,-0.09267540464462658,0.03591850464463453,0.03999999999999204,0.0167569
677,2023-07-03 08:47:49.817877973,2,193.78,14.0,-0.170341184824374,0.11358428482438193,0.03999999999999204,0.0167569
678,2023-07-03 08:47:49.817877973,2,193.78,21.0,-0.13707311803553676,0.08031621803554471,0.03999999999999204,0.0167569
679,2023-07-03 08:47:49.817877973,1,193.77,42.0,-0.41407231032217134,0.3473154103221884,0.04999999999998295,0.0167569
680,2023-07-03 08:48:11.320366339,1,193.8,43.0,-0.08733813640858495,0.05079643640860315,0.01999999999998181,0.0165417
681,2023-07-03 08:48:11.320555171,1,193.8,48.0,-0.06039750435157111,0.04399100435157111,0.0,0.0164065
682,2023-07-03 08:48:24.474507868,2,193.8,45.0,-0.041869918204301575,0.025398218204301576,0.0,0.0164717
683,2023-07-03 08:48:37.565117559,2,193.8,34.0,-0.06726563640860315,0.05079643640860315,0.0,0.0164692
684,2023-07-03 08:48:41.844135161,1,193.8,39.0,-0.09671681803554472,0.08031621803554471,0.0,0.0164006
685,2023-07-03 08:48:44.098418644,1,193.79,40.0,-0.4056327464463464,0.35918504644634525,0.030000000000001137,0.0164477
686,2023-07-03 08:49:07.384654721,1,193.81,27.0,-0.13119193635881163,0.10471953635882071,0.009999999999990905,0.0164724
687,2023-07-03 08:49:33.667821885,1,193.8,36.0,-0.06185191820428339,0.025398218204301576,0.01999999999998181,0.0164537
688,2023-07-03 08:49:46.817353798,1,193.8,33.0,-0.07237990464461634,0.03591850464463453,0.01999999999998181,0.0164614
689,2023-07-03 08:50:29.416437386,1,193.8,40.0,-0.06725453640860315,0.05079643640860315,0.0,0.0164581
690,2023-07-03 08:50:38.340323812,1,193.8,45.0,-0.05236690464463453,0.03591850464463453,0.0,0.0164484
691,2023-07-03 08:50:49.558331490,1,193.8,37.0,-0.07327894241219096,0.056792142412190966,0.0,0.0164868
692,2023-07-03 08:50:55.105795391,1,193.8,46.0,-0.07325564241219096,0.056792142412190966,0.0,0.0164635
693,2023-07-03 08:51:13.239748934,1,193.8,26.0,-0.2494106148764347,0.2327785148764347,0.0,0.0166321
694,2023-07-03 08:51:13.239748934,2,193.8,13.0,-0.1182249728172063,0.1015928728172063,0.0,0.0166321
695,2023-07-03 08:51:39.677978705,1,193.8,12.0,-0.24077728961120617,0.22431098961120619,0.0,0.0164663
696,2023-07-03 08:51:42.376164006,1,193.8,16.0,-0.05239040464463453,0.03591850464463453,0.0,0.0164719
697,2023-07-03 08:52:01.616803107,1,193.79,34.0,-0.1343818139339229,0.10775551393390358,0.010000000000019327,0.0166263
698,2023-07-03 08:52:01.616803107,1,193.79,27.0,-0.06254480464465385,0.03591850464463453,0.010000000000019327,0.0166263
699,2023-07-03 08:52:01.616803107,1,193.79,26.0,-0.18523812184876845,0.1586118218487491,0.010000000000019327,0.0166263
700,2023-07-03 08:52:09.903200926,1,193.8,23.0,-0.06731523640860315,0.05079643640860315,0.0,0.0165188
701,2023-07-03 08:52:09.903200926,1,193.8,37.0,-0.041917018204301576,0.025398218204301576,0.0,0.0165188
702,2023-07-03 08:52:17.484259624,1,193.81,13.0,-0.13485497612861228,0.09836687612860205,0.020000000000010232,0.0164881
703,2023-07-03 08:52:29.229890047,1,193.82,26.0,-0.10692451803556405,0.08031621803554471,0.010000000000019327,0.0166083
704,2023-07-03 08:52:29.229890047,1,193.82,10.0,-0.08340044241221028,0.056792142412190966,0.010000000000019327,0.0166083
705,2023-07-03 08:52:31.750401005,2,193.8,11.0,-0.1032150424121921,0.056792142412190966,0.030000000000001137,0.0164229
706,2023-07-03 08:52:31.750577660,1,193.8,45.0,-0.22780985751853494,0.18137955751853382,0.030000000000001137,0.0164303
707,2023-07-03 08:52:32.518261189,1,193.83,18.0,-0.07329604241219097,0.056792142412190966,0.0,0.0165039
708,2023-07-03 08:53:17.307160511,1,193.81,18.0,-0.11481647612860205,0.09836687612860205,0.0,0.0164496
709,2023-07-03 08:53:39.720170118,1,193.81,12.0,-0.2507389018705839,0.2341600018705839,0.0,0.0165789
710,2023-07-03 08:53:39.720170118,1,193.81,31.0,-0.27056108204301577,0.25398218204301576,0.0,0.0165789
711,2023-07-03 08:53:47.537888507,1,193.8,34.0,-0.1601635848243831,0.11358428482438193,0.030000000000001137,0.0165793
712,2023-07-03 08:53:47.537888507,1,193.8,39.0,-0.12689551803554586,0.08031621803554471,0.030000000000001137,0.0165793
713,2023-07-03 08:53:47.537888507,1,193.8,33.0,-0.12689551803554586,0.08031621803554471,0.030000000000001137,0.0165793
714,2023-07-03 08:54:17.325438747,1,193.83,43.0,-0.06057410435157111,0.04399100435157111,0.0,0.0165831
715,2023-07-03 08:54:17.325438747,1,193.84,29.0,-0.07057410435156201,0.04399100435157111,0.009999999999990905,0.0165831
716,2023-07-03 08:54:31.908834317,1,193.79,29.0,-0.24158516638366292,0.16459926638366065,0.060000000000002274,0.0169859
717,2023-07-03 08:54:31.908834317,1,193.79,37.0,-0.12778233640860542,0.05079643640860315,0.060000000000002274,0.0169859
718,2023-07-03 08:54:31.908834317,1,193.79,26.0,-0.10238411820430385,0.025398218204301576,0.060000000000002274,0.0169859
719,2023-07-03 08:54:31.908834317,1,193.79,27.0,-0.10238411820430385,0.025398218204301576,0.060000000000002274,0.0169859
720,2023-07-03 08:54:31.908834317,2,193.79,36.0,-0.10238411820430385,0.025398218204301576,0.060000000000002274,0.0169859
721,2023-07-03 08:54:31.908834317,1,193.77,27.0,-0.30948263916727603,0.21249673916729198,0.07999999999998408,0.0169859
722,2023-07-03 08:54:45.228291314,1,193.78,40.0,-0.052423904644634534,0.03591850464463453,0.0,0.0165054
723,2023-07-03 08:55:23.691193251,1,193.83,19.0,-0.16561447030933418,0.13911177030934327,0.009999999999990905,0.0165027
724,2023-07-03 08:55:27.681246455,1,193.79,11.0,-0.246527223223184,0.17959252322317262,0.05000000000001137,0.0169347
725,2023-07-03 08:55:27.681246455,1,193.78,11.0,-0.10233291820430385,0.025398218204301576,0.060000000000002274,0.0169347
726,2023-07-03 08:55:27.681246455,1,193.78,30.0,-0.1611710601272447,0.08423636012724241,0.060000000000002274,0.0169347
727,2023-07-03 08:55:27.681246455,1,193.78,26.0,-0.13372684241219324,0.056792142412190966,0.060000000000002274,0.0169347
728,2023-07-03 08:55:27.681246455,1,193.77,36.0,-0.2665272232231658,0.17959252322317262,0.06999999999999318,0.0169347
729,2023-07-03 08:55:39.170180929,1,193.77,32.0,-0.3404575820430089,0.25398218204301576,0.06999999999999318,0.0164754
730,2023-07-03 08:55:39.172174041,1,193.77,37.0,-0.17803427804102545,0.09157457804103226,0.06999999999999318,0.0164597
731,2023-07-03 08:56:01.005201521,1,193.77,36.0,-0.3634977506154191,0.27706185061542593,0.06999999999999318,0.0164359
732,2023-07-03 08:56:01.005882254,1,193.77,15.0,-0.3391696803817204,0.25270908038172724,0.06999999999999318,0.0164606
733,2023-07-03 08:56:05.489125861,1,193.77,41.0,-0.3104895820430078,0.25398218204301576,0.03999999999999204,0.0165074
734,2023-07-03 08:56:05.489716639,1,193.77,40.0,-0.1671617664985377,0.11070826649854565,0.03999999999999204,0.0164535
